spine_index,image_path,title,author,confidence,raw_response
0,outputs/detections/D1BF3F73-A06F-4EF0-A456-B95E30CD737A_1_105_c_crops/spine_00.jpg,[Extraction Failed],,0.0000,"RuntimeError: Cannot send a request, as the client has been closed."
1,outputs/detections/D1BF3F73-A06F-4EF0-A456-B95E30CD737A_1_105_c_crops/spine_01.jpg,[Extraction Failed],,0.0000,"RuntimeError: Cannot send a request, as the client has been closed."
2,outputs/detections/D1BF3F73-A06F-4EF0-A456-B95E30CD737A_1_105_c_crops/spine_02.jpg,[Extraction Failed],,0.0000,"RuntimeError: Cannot send a request, as the client has been closed."
